ID,Time,PLCCellID_CE,PLCCellIDClass_CE,BacirEchk_CE,MESSENDOUTCELLPOS,MESSENDOUTCELLID,PLCTrayID_CE,K_Value,3.45V_mAH,3.5-2.8V_mAH,acirVP12_CE,acirRP12_CE,CellThicknessP12_CE,PLCStartTime_CE,PLCCompleteTme_CE
1821313,2026/8/19 18:10,MW2044B08232,C45,NULL,22,NULL,A04674,-0.02928,54349.9,54148.7,3.23E+00,7.90E-04,18546,NULL,268
1821312,2026/8/19 18:10,MW2045B46760,AC20,NULL,10,                    ,A03456,-0.03342,52790.7,51761.9,3.24E+00,8.40E-04,18098,NULL,268
1821311,2026/8/19 18:10,MW2044B10808,A47,NULL,7,NULL,A13999,-0.01753,54784.7,52730.6,3.23E+00,7.40E-04,18751,NULL,268
1821310,2026/8/19 18:10,MW2044B08602,AC20,NULL,10,                    ,A03456,-0.03189,53093.1,50277.3,3.23E+00,8.10E-04,18287,NULL,268
1821309,2026/8/19 18:10,MW2044B06963,A46,NULL,6,NULL,A13999,-0.00936,54221.7,51356.8,3.23E+00,7.70E-04,18543,NULL,268
1821308,2026/8/19 18:09,MW2044B08576,AC20,NULL,10,                    ,A03456,-0.0341,53946.8,54665.1,3.24E+00,8.50E-04,18145,NULL,268
1821307,2026/8/19 18:09,MW2044B06192,A46,NULL,6,NULL,A13999,-0.00853,51595.9,52530.6,3.23E+00,7.90E-04,18415,NULL,268
1821306,2026/8/19 18:09,MW2045B46740,AC20,NULL,10,                    ,A25036,-0.03572,50034.9,54512.9,3.24E+00,8.40E-04,18014,NULL,268
1821305,2026/8/19 18:09,MW2044B09578,AC20,NULL,10,NULL,A13999,-0.04519,50284.3,52360.9,3.24E+00,8.10E-04,18709,NULL,268
1821304,2026/8/19 18:09,MW2045B13349,AC20,NULL,10,                    ,A25036,-0.03698,52088.7,54080.4,3.23E+00,8.80E-04,18126,NULL,268
1821303,2026/8/19 18:08,MW2045B46500,B47,NULL,14,NULL,A13999,-0.04928,53492.8,54611.8,3.24E+00,7.50E-04,18750,NULL,268
1821302,2026/8/19 18:08,MW2045B13346,AC20,NULL,10,                    ,A25036,-0.02597,50049.1,53186.7,3.23E+00,8.70E-04,18221,NULL,268
1821301,2026/8/19 18:08,MW2045B13345,AC20,NULL,10,                    ,A25036,-0.0361,53710.2,53879.3,3.23E+00,8.70E-04,18244,NULL,268
1821300,2026/8/19 18:08,MW2045B46498,A47,NULL,7,NULL,A13999,-0.0101,50098.3,50462.8,3.23E+00,7.50E-04,18781,NULL,268
1821299,2026/8/19 18:08,MW2045B05830,AC20,NULL,10,                    ,A25036,-0.03457,52810.2,52143.4,3.23E+00,8.70E-04,18138,NULL,268
1821298,2026/8/19 18:07,MW2044B05948,O,NULL,1,NULL,A13999,-0.02197,52611.1,52724.3,0.00E+00,0.00E+00,18724,NULL,268
1821297,2026/8/19 18:07,MW2045B11391,AC20,NULL,10,                    ,A25036,-0.03447,52734.9,54053.1,3.23E+00,9.00E-04,18164,NULL,268
1821296,2026/8/19 18:07,MW2045B11570,AC20,NULL,10,                    ,A25036,-0.02224,51764.5,54546.8,3.23E+00,8.90E-04,18100,NULL,268
1821295,2026/8/19 18:06,MW2045B11457,AC20,NULL,10,                    ,A25036,-0.03139,51772.6,54986.6,3.23E+00,8.90E-04,18212,NULL,268
1821294,2026/8/19 18:06,MW2045B06119,AC20,NULL,10,                    ,A25036,-0.0249,53848.3,52612.9,3.23E+00,8.40E-04,18178,NULL,268
1821293,2026/8/19 18:05,MW2045B06263,AC20,NULL,10,                    ,A25036,-0.03086,54558.7,54241.2,3.23E+00,8.20E-04,18219,NULL,268
1821292,2026/8/19 18:05,MW2045B06262,AC20,NULL,10,                    ,A25036,-0.02445,53058.7,53189.7,3.23E+00,8.30E-04,18076,NULL,268
1821291,2026/8/19 18:05,MW2045B03557,AC20,NULL,10,                    ,A25036,-0.03177,52050.8,52782.7,3.23E+00,8.20E-04,17899,NULL,268
1821290,2026/8/19 18:04,MW2044B12651,AC20,NULL,10,                    ,A07799,-0.02589,54786.6,52665.6,3.23E+00,8.70E-04,18108,NULL,268
1821289,2026/8/19 18:04,MW2044B12647,AC20,NULL,10,                    ,A07799,-0.02503,52215.1,54573.1,3.23E+00,8.50E-04,18042,NULL,268
1821288,2026/8/19 18:03,MW2044B12511,AC20,NULL,10,                    ,A07799,-0.0247,51470.5,54875.3,3.24E+00,8.90E-04,18110,NULL,268
1821287,2026/8/19 18:03,MW2044B10457,AC20,NULL,10,                    ,A07799,-0.02471,52977.7,53472.8,3.23E+00,8.80E-04,18251,NULL,268
1821286,2026/8/19 18:03,MW2044B10459,AC20,NULL,10,                    ,A07799,-0.03047,52474.8,52979.7,3.23E+00,8.80E-04,18164,NULL,268
1821285,2026/8/19 18:02,MW2044B10461,AC20,NULL,10,                    ,A07799,-0.01936,54999.6,53631.3,3.23E+00,9.00E-04,18248,NULL,268
1821284,2026/8/19 18:02,MW2044B06107,AC20,NULL,10,                    ,A07799,-0.02844,54664.1,54677.8,3.23E+00,8.50E-04,18235,NULL,268
1821283,2026/8/19 18:01,MW2045B04962,AC20,NULL,10,                    ,A07799,-0.30531,51436.4,50503.4,3.23E+00,8.30E-04,17980,NULL,268
1821282,2026/8/19 18:01,MW2045B10973,AC20,NULL,10,                    ,A07799,-0.01506,53386.3,51607.1,3.23E+00,8.80E-04,18011,NULL,268
1821281,2026/8/19 18:01,MW2045B04159,AC20,NULL,10,                    ,A07799,-0.02493,53093.1,51463.3,3.23E+00,8.20E-04,18214,NULL,268
1821280,2026/8/19 18:00,MW2045B04158,AC20,NULL,10,                    ,A07799,-0.01516,54261.6,52466.6,3.23E+00,8.40E-04,18411,NULL,268
1821279,2026/8/19 18:00,MW2045B04955,AC20,NULL,10,                    ,A07799,-0.0101,50206.3,51968.7,3.23E+00,8.30E-04,18103,NULL,268
1821278,2026/8/19 18:00,MW2045B03558,AC20,NULL,10,                    ,A24275,-0.02081,50068.5,52451.8,3.24E+00,8.90E-04,18047,NULL,268
1821277,2026/8/19 17:59,MW2045B11615,AC20,NULL,10,                    ,A24275,-0.0266,54268.5,50276.2,3.22E+00,8.70E-04,17971,NULL,268
1821276,2026/8/19 17:59,MW2045B46744,AC20,NULL,10,                    ,A24275,-0.01769,53731.6,51265.9,3.24E+00,8.60E-04,17975,NULL,268
1821275,2026/8/19 17:59,MW2044B18433,A47,NULL,7,NULL,A13999,-0.01427,50478.7,50568.1,3.23E+00,8.00E-04,18577,NULL,268
1821274,2026/8/19 17:58,MW2044B10264,AC20,NULL,10,                    ,A24275,-0.01122,52340.7,52710.3,3.24E+00,8.80E-04,18230,NULL,268
1821273,2026/8/19 17:58,MW2044B18434,C47,NULL,24,NULL,A13999,-0.01344,53379.5,54147.9,3.23E+00,8.00E-04,18614,NULL,268
1821272,2026/8/19 17:58,MW2044B10263,AC20,NULL,10,                    ,A24275,-0.02677,50675.4,53937.5,3.24E+00,9.00E-04,18309,NULL,268
1821271,2026/8/19 17:58,MW2045B46451,A48,NULL,8,NULL,A13999,-0.01952,50797.1,52097.6,3.24E+00,7.50E-04,18875,NULL,268
1821270,2026/8/19 17:57,MW2044B10262,AC20,NULL,10,                    ,A24275,-0.00683,54567.8,54863.8,3.24E+00,8.90E-04,18305,NULL,268
1821269,2026/8/19 17:57,MW2044B19126,A46,NULL,6,NULL,A13999,-0.01536,54051.4,51876.1,3.24E+00,7.50E-04,18604,NULL,268
1821268,2026/8/19 17:57,MW2044B03598,AC20,NULL,10,                    ,A24275,-0.00438,53051.6,53297.5,3.23E+00,8.60E-04,18090,NULL,268
1821267,2026/8/19 17:57,MW2044B19125,A46,NULL,6,NULL,A13999,-0.01896,50608.1,52753.1,3.24E+00,7.40E-04,18439,NULL,268
1821266,2026/8/19 17:56,MW2044B10265,AC20,NULL,10,                    ,A24275,-0.00233,52605.2,50367.5,3.24E+00,8.90E-04,18141,NULL,268
1821265,2026/8/19 17:56,MW2017B16433,CHH,NULL,20,NULL,A24380,-0.0036,54129.2,50482.3,3.22E+00,6.00E-04,18602,NULL,268
1821264,2026/8/19 17:56,MW2044B12440,AC20,NULL,10,                    ,A24275,0.00069,54161.2,50120.2,3.24E+00,9.10E-04,18262,NULL,268
1821263,2026/8/19 17:56,MW2016B06974,CHH,NULL,20,NULL,A24380,-0.00028,53309.6,52080.1,3.22E+00,5.40E-04,18933,NULL,268
1821262,2026/8/19 17:56,MW2044B10011,AC20,NULL,10,                    ,A24275,-0.00244,53135.7,53669.3,3.24E+00,8.70E-04,18345,NULL,268
1821261,2026/8/19 17:55,MW2017B16435,CHH,NULL,20,NULL,A24380,-0.00861,50468.7,54830.8,3.22E+00,6.20E-04,18651,NULL,268
1821260,2026/8/19 17:55,MW2044B10009,AC20,NULL,10,                    ,A24275,-0.00081,52548.8,53494.6,3.24E+00,9.00E-04,18267,NULL,268
1821259,2026/8/19 17:55,MW2016B06975,CHH,NULL,20,NULL,A24380,-0.01173,52161.8,50931.8,3.22E+00,5.50E-04,18907,NULL,268
1821258,2026/8/19 17:55,MW2044B09968,AC20,NULL,10,                    ,A24275,-0.00353,54432.1,53756.5,3.24E+00,8.90E-04,18261,NULL,268
1821257,2026/8/19 17:55,MW2016B07457,CHH,NULL,20,NULL,A24380,-0.01268,52232.9,51991.2,3.23E+00,7.60E-04,18796,NULL,268
1821256,2026/8/19 17:54,MW2045B04940,AC20,NULL,10,                    ,A18791,-7.00E-05,51327.5,53944.8,3.23E+00,9.40E-04,18147,NULL,268
1821255,2026/8/19 17:54,MW2017B16424,CHH,NULL,20,NULL,A24380,-0.00515,50157.8,54303.6,3.22E+00,6.10E-04,18621,NULL,268
1821254,2026/8/19 17:54,MW2045B05019,AC20,NULL,10,                    ,A18791,-0.00786,54993.6,51064.3,3.23E+00,8.60E-04,18194,NULL,268
1821253,2026/8/19 17:54,MW2017B07124,CHH,NULL,20,NULL,A24380,-0.00933,54089.2,54179.7,3.22E+00,7.40E-04,18681,NULL,268
1821252,2026/8/19 17:54,MW2045B05410,AC20,NULL,10,                    ,A18791,-0.02883,53420.7,52843.5,3.23E+00,8.40E-04,18239,NULL,268
1821251,2026/8/19 17:53,MW2017B16426,CHH,NULL,20,NULL,A24380,-0.02688,51732.9,53781.9,3.21E+00,5.20E-04,18907,NULL,268
1821250,2026/8/19 17:53,MW2045B13324,AC20,NULL,10,                    ,A18791,-0.03249,52106.5,52464.6,3.23E+00,8.40E-04,18294,NULL,268
1821249,2026/8/19 17:53,MW2017B21964,CHH,NULL,20,NULL,A24380,-0.02503,52171.3,54864.3,3.23E+00,6.70E-04,18536,NULL,268
1821248,2026/8/19 17:53,MW2045B13326,AC20,NULL,10,                    ,A18791,-0.00332,53709.6,51486.9,3.23E+00,8.40E-04,18266,NULL,268
1821247,2026/8/19 17:52,MW2017B16988,O,NULL,1,NULL,A24380,-0.02722,53821.4,54828.8,0.00E+00,0.00E+00,18383,NULL,268
1821246,2026/8/19 17:52,MW2045B11448,AC20,NULL,10,                    ,A18791,-0.00207,52765.3,54910.5,3.23E+00,8.20E-04,18165,NULL,268
1821245,2026/8/19 17:52,MW2045B11439,AC20,NULL,10,                    ,A18791,-0.0044,52484.2,53966.9,3.23E+00,8.70E-04,18273,NULL,268
1821244,2026/8/19 17:51,MW2045B11394,AC20,NULL,10,                    ,A18791,-0.00254,54757.2,50417.9,3.22E+00,8.60E-04,18209,NULL,268
1821243,2026/8/19 17:51,MW2045B11392,AC20,NULL,10,                    ,A18791,-0.02495,50154.1,51118.3,3.23E+00,9.00E-04,18169,NULL,268
1821242,2026/8/19 17:51,MW2044B13905,AC20,NULL,10,                    ,A18791,-0.00338,50443.4,53692.4,3.23E+00,8.40E-04,18343,NULL,268
1821241,2026/8/19 17:50,MW2044B19123,AC20,NULL,10,                    ,A18791,-0.02204,54055.8,50138.5,3.24E+00,8.30E-04,18288,NULL,268
1821240,2026/8/19 17:50,MW2044B19124,AC20,NULL,10,                    ,A18791,-0.0088,54507.1,52809.1,3.24E+00,8.30E-04,18092,NULL,268
1821239,2026/8/19 17:49,MW2044B05545,AC20,NULL,10,                    ,A14913,-0.0249,50509.3,53512.2,3.23E+00,8.40E-04,18170,NULL,268
1821238,2026/8/19 17:49,MW2044B06465,AC20,NULL,10,                    ,A14913,-0.00956,53979.7,51594.2,3.23E+00,8.70E-04,18216,NULL,268
1821237,2026/8/19 17:49,MW2044B17813,AC20,NULL,10,                    ,A14913,-0.02193,53833.8,52620.1,3.23E+00,9.00E-04,18349,NULL,268
1821236,2026/8/19 17:48,MW2017B22138,CHH,NULL,20,NULL,A24380,0.03046,54372.1,52783.9,3.23E+00,7.10E-04,18656,NULL,268
1821235,2026/8/19 17:48,MW2044B06680,AC20,NULL,10,                    ,A14913,-0.0265,50346.2,51557.6,3.23E+00,8.80E-04,18305,NULL,268
1821234,2026/8/19 17:48,MW2017B22116,CHH,NULL,20,NULL,A24380,-0.01044,50875.5,50603.7,3.23E+00,6.30E-04,18338,NULL,268
1821233,2026/8/19 17:48,MW2044B10662,AC20,NULL,10,                    ,A14913,-0.02672,54317.5,54185.9,3.23E+00,8.70E-04,18534,NULL,268
1821232,2026/8/19 17:47,MW2017B16987,CHH,NULL,20,NULL,A12890,-0.00609,51059.5,50753.5,3.22E+00,5.70E-04,18398,NULL,268
1821231,2026/8/19 17:47,MW2044B10664,AC20,NULL,10,                    ,A14913,-0.02807,51941.9,54373.9,3.23E+00,8.40E-04,18386,NULL,268
1821230,2026/8/19 17:47,MW2017B20820,AC20,NULL,10,NULL,A12890,0.00481,50403.1,50416.8,3.23E+00,8.10E-04,18700,NULL,268
1821229,2026/8/19 17:47,MW2044B10663,AC20,NULL,10,                    ,A14913,-0.01625,54839.9,54030.1,3.24E+00,8.70E-04,18196,NULL,268
1821228,2026/8/19 17:46,MW2044B19117,C46,NULL,23,NULL,A12890,-0.0187,54963.5,50781.1,3.23E+00,7.70E-04,18500,NULL,268
1821227,2026/8/19 17:46,MW2044B04544,AC20,NULL,10,                    ,A14913,-0.01744,54731.2,53392.1,3.24E+00,8.40E-04,18223,NULL,268
1821226,2026/8/19 17:46,MW2044B14020,A46,NULL,6,NULL,A12890,0.00249,53459.8,51282.9,3.23E+00,7.60E-04,18722,NULL,268
1821225,2026/8/19 17:46,MW2044B04548,AC20,NULL,10,                    ,A14913,-0.06112,53503.9,51907.7,3.23E+00,8.90E-04,18254,NULL,268
1821224,2026/8/19 17:45,MW2044B14021,A46,NULL,6,NULL,A12890,-0.00911,53409.5,52944.7,3.23E+00,7.50E-04,18587,NULL,268
1821223,2026/8/19 17:45,MW2044B06116,AC20,NULL,10,                    ,A14913,-0.00144,52310.8,50901.5,3.23E+00,8.60E-04,18284,NULL,268
1821222,2026/8/19 17:45,MW2044B06118,AC20,NULL,10,                    ,A14913,-0.02415,54186.5,53897.9,3.23E+00,8.50E-04,18239,NULL,268
1821221,2026/8/19 17:45,MW2044B18929,AC20,NULL,10,NULL,A12890,0.00425,50785.2,51319.3,3.23E+00,8.10E-04,18643,NULL,268
1821220,2026/8/19 17:45,MW2044B10456,AC20,NULL,10,                    ,A14913,-0.0242,53257.3,51034.7,3.23E+00,8.90E-04,18248,NULL,268
1821219,2026/8/19 17:45,MW2044B18925,A45,NULL,5,NULL,A12890,0.00136,52489.8,53999.9,3.23E+00,8.00E-04,18588,NULL,268
1821218,2026/8/19 17:44,MW2044B10793,AC20,NULL,10,                    ,A24944,-0.02267,54523.2,54885.4,3.23E+00,8.90E-04,18147,NULL,268
1821217,2026/8/19 17:44,MW2044B19234,A46,NULL,6,NULL,A12890,-0.02409,51480.9,52688.5,3.24E+00,7.60E-04,18528,NULL,268
1821216,2026/8/19 17:44,MW2044B06819,AC20,NULL,10,                    ,A24944,-0.02278,53089.9,50152.4,3.23E+00,8.80E-04,18176,NULL,268
1821215,2026/8/19 17:44,MW2044B10257,CHH,NULL,20,NULL,A12890,-0.02098,52154.4,52064.5,3.24E+00,7.60E-04,18565,NULL,268
1821214,2026/8/19 17:43,MW2044B13878,AC20,NULL,10,                    ,A24944,-0.01377,51361.8,50835.4,3.23E+00,8.70E-04,18362,NULL,268
1821213,2026/8/19 17:43,MW2044B14041,A46,NULL,6,NULL,A12890,-0.00958,54317.9,51755.8,3.23E+00,7.90E-04,18573,NULL,268
1821212,2026/8/19 17:43,MW2044B13880,AC20,NULL,10,                    ,A24944,-0.01685,51193.8,54791.8,3.23E+00,8.80E-04,18421,NULL,268
1821211,2026/8/19 17:43,MW2044B14017,A46,NULL,6,NULL,A12890,-0.02925,52523.7,50484.5,3.23E+00,7.70E-04,18716,NULL,268
1821210,2026/8/19 17:43,MW2044B19049,AC20,NULL,10,                    ,A24944,-0.00862,54402.4,51899.8,3.24E+00,8.70E-04,17895,NULL,268
1821209,2026/8/19 17:42,MW2044B14018,A46,NULL,6,NULL,A12890,-0.02496,51840.2,54776.4,3.23E+00,7.60E-04,18703,NULL,268
1821208,2026/8/19 17:41,MW2045B57432,A46,NULL,6,NULL,A04445,-0.02567,50649.9,50456.3,3.24E+00,7.80E-04,18569,NULL,268
1821207,2026/8/19 17:40,MW2044B19048,AC20,NULL,10,                    ,A24944,-0.01159,51441.9,51440.4,3.23E+00,8.80E-04,17936,NULL,268
1821206,2026/8/19 17:40,MW2044B23281,A45,NULL,5,NULL,A04445,-0.00984,53811.7,54477.9,3.24E+00,7.90E-04,18738,NULL,268
1821205,2026/8/19 17:40,MW2044B19046,AC20,NULL,10,                    ,A24944,-0.02043,54462.5,53554.7,3.24E+00,9.00E-04,17882,NULL,268
1821204,2026/8/19 17:40,MW2045B57601,A45,NULL,5,NULL,A04445,-0.01391,53883.1,53280.9,3.24E+00,7.70E-04,18567,NULL,268
1821203,2026/8/19 17:40,MW2044B19045,AC20,NULL,10,                    ,A24944,-0.01591,52500.5,54483.2,3.24E+00,8.80E-04,17958,NULL,268
1821202,2026/8/19 17:39,MW2045B57042,A45,NULL,5,NULL,A04445,-0.01306,51430.7,54273.1,3.24E+00,7.60E-04,18592,NULL,268
1821201,2026/8/19 17:39,MW2044B19044,AC20,NULL,10,                    ,A24944,-0.0148,53927.3,54909.6,3.24E+00,8.70E-04,17937,NULL,268
1821200,2026/8/19 17:39,MW2045B56926,C46,NULL,23,NULL,A04445,-0.02111,50249.8,54711.7,3.24E+00,6.90E-04,18666,NULL,268
1821199,2026/8/19 17:39,MW2044B19181,AC20,NULL,10,                    ,A24944,-0.01981,52380.5,51243.4,3.24E+00,8.70E-04,18240,NULL,268
1821198,2026/8/19 17:38,MW2044B19270,AC20,NULL,10,                    ,A24944,-0.02254,52668.7,50772.7,3.24E+00,8.80E-04,18053,NULL,268
1821197,2026/8/19 17:38,MW2045B47902,A44,NULL,4,NULL,A04445,-0.04072,51594.5,50186.9,3.24E+00,8.00E-04,18571,NULL,268
1821196,2026/8/19 17:38,MW2044B14019,AC20,NULL,10,                    ,A24944,-0.02944,50585.1,50318.7,3.23E+00,8.60E-04,18245,NULL,268
1821195,2026/8/19 17:38,MW2045B57808,A46,NULL,6,NULL,A04445,-0.02727,52776.3,51099.7,3.24E+00,7.60E-04,18578,NULL,268
1821194,2026/8/19 17:38,MW2044B23282,AC20,NULL,10,                    ,A01597,-0.02813,52841.1,50951.8,3.24E+00,8.70E-04,18161,NULL,268
1821193,2026/8/19 17:37,MW2045B57777,A46,NULL,6,NULL,A04445,-0.02853,51974.4,54506.3,3.24E+00,7.30E-04,18643,NULL,268
1821192,2026/8/19 17:37,MW2045B56933,AC20,NULL,10,                    ,A01597,-0.02551,54815.8,54983.5,3.23E+00,8.90E-04,18361,NULL,268
1821191,2026/8/19 17:37,MW2045B57776,C46,NULL,23,NULL,A04445,-0.02539,53699.5,54563.1,3.23E+00,7.90E-04,18638,NULL,268
1821190,2026/8/19 17:37,MW2045B49061,AC20,NULL,10,                    ,A01597,-0.02546,52250.8,54463.7,3.23E+00,8.30E-04,18165,NULL,268
1821189,2026/8/19 17:36,MW2045B55910,A46,NULL,6,NULL,A04445,-0.02599,53902.9,53327.5,3.23E+00,7.30E-04,18686,NULL,268
1821188,2026/8/19 17:36,MW2045B49062,AC20,NULL,10,                    ,A01597,-0.02094,51043.6,54431.9,3.23E+00,8.30E-04,18159,NULL,268
1821187,2026/8/19 17:36,MW2045B57127,A45,NULL,5,NULL,A04445,-0.02531,52144.7,54113.5,3.24E+00,7.60E-04,18530,NULL,268
1821186,2026/8/19 17:36,MW2044B22046,AC20,NULL,10,                    ,A01597,-0.02317,51714.9,53595.6,3.23E+00,8.90E-04,18481,NULL,268
1821185,2026/8/19 17:36,MW2044B22427,AC20,NULL,10,                    ,A01597,-0.02296,53088.9,52309.3,3.24E+00,8.30E-04,18137,NULL,268
1821184,2026/8/19 17:35,MW2045B57126,A45,NULL,5,NULL,A04445,-0.02193,50233.9,50639.3,3.24E+00,7.40E-04,18635,NULL,268
1821183,2026/8/19 17:35,MW2045B57448,AC20,NULL,10,                    ,A01597,-0.01744,50427.3,51914.5,3.23E+00,8.30E-04,18167,NULL,268
1821182,2026/8/19 17:35,MW2045B57911,A46,NULL,6,NULL,A17725,-0.02569,54623.5,53416.8,3.23E+00,8.00E-04,18622,NULL,268
1821181,2026/8/19 17:35,MW2045B57447,AC20,NULL,10,                    ,A01597,-0.02251,50469.5,52004.9,3.23E+00,8.40E-04,18236,NULL,268
1821180,2026/8/19 17:35,MW2045B57907,A46,NULL,6,NULL,A17725,-0.02178,51029.1,53514.9,3.24E+00,7.70E-04,18607,NULL,268
1821179,2026/8/19 17:34,MW2045B57446,AC20,NULL,10,                    ,A01597,-0.02302,51031.6,52748.2,3.23E+00,8.70E-04,18247,NULL,268
1821178,2026/8/19 17:34,MW2045B57938,A46,NULL,6,NULL,A17725,-0.01,54588.6,52691.1,3.24E+00,8.00E-04,18598,NULL,268
1821177,2026/8/19 17:34,MW2045B47818,AC20,NULL,10,                    ,A01597,-0.023,53897.9,50342.3,3.24E+00,8.70E-04,18103,NULL,268
1821176,2026/8/19 17:34,MW2045B57345,A46,NULL,6,NULL,A17725,-0.00822,53433.8,52252.4,3.23E+00,7.00E-04,18587,NULL,268
1821175,2026/8/19 17:34,MW2045B47816,AC20,NULL,10,                    ,A01597,-0.01873,52787.7,52903.9,3.23E+00,8.90E-04,18083,NULL,268
1821174,2026/8/19 17:33,MW2045B57354,A46,NULL,6,NULL,A17725,-0.00749,52968.9,51388.1,3.23E+00,6.90E-04,18769,NULL,268
1821173,2026/8/19 17:33,MW2045B47820,A46,NULL,6,                    ,A01597,-0.02056,52536.6,50818.4,3.23E+00,8.00E-04,18217,NULL,268
1821172,2026/8/19 17:33,MW2045B57343,A46,NULL,6,NULL,A17725,-0.0199,52978.9,51888.2,3.24E+00,7.40E-04,18670,NULL,268
1821171,2026/8/19 17:33,MW2042B04046,AC20,NULL,10,                    ,A18617,-0.02731,51898.4,51134.2,3.23E+00,8.50E-04,18466,NULL,268
1821170,2026/8/19 17:32,MW2045B55767,A46,NULL,6,NULL,A17725,-0.01112,52396.7,52344.2,3.24E+00,7.20E-04,18512,NULL,268
1821169,2026/8/19 17:31,MW2044B23280,A44,NULL,4,NULL,A17725,-0.01323,52114.3,53089.9,3.24E+00,7.70E-04,18758,NULL,268
1821168,2026/8/19 17:31,MW2044B04991,AC20,NULL,10,                    ,A18617,-0.02059,54731.8,51630.6,3.23E+00,8.40E-04,18067,NULL,268
1821167,2026/8/19 17:31,MW2044B26201,AC20,NULL,10,                    ,A18617,-0.02035,51678.4,51930.2,3.24E+00,8.80E-04,18368,NULL,268
1821166,2026/8/19 17:31,MW2044B23279,A45,NULL,5,NULL,A17725,-0.01803,54227.5,53991.8,3.24E+00,7.70E-04,18769,NULL,268
1821165,2026/8/19 17:30,MW2044B26202,AC20,NULL,10,                    ,A18617,-0.02125,52618.7,51956.8,3.24E+00,8.80E-04,18080,NULL,268
1821164,2026/8/19 17:30,MW2044B23278,A45,NULL,5,NULL,A17725,0.00267,50194.8,52925.1,3.24E+00,7.80E-04,18762,NULL,268
1821163,2026/8/19 17:30,MW2044B26203,AC20,NULL,10,                    ,A18617,-0.01844,50639.9,53783.8,3.24E+00,8.80E-04,18179,NULL,268
1821162,2026/8/19 17:30,MW2044B23277,A45,NULL,5,NULL,A17725,-0.02651,50646.1,54329.9,3.24E+00,7.50E-04,18611,NULL,268
1821161,2026/8/19 17:29,MW2044B26182,AC20,NULL,10,                    ,A18617,-0.0122,51591.5,53126.4,3.24E+00,8.30E-04,18337,NULL,268
1821160,2026/8/19 17:29,MW2044B23276,A45,NULL,5,NULL,A17725,0.00267,54205.1,50130.9,3.24E+00,7.50E-04,18659,NULL,268
1821159,2026/8/19 17:29,MW2045B56909,AC20,NULL,10,                    ,A18617,-0.00931,54048.6,50606.5,3.24E+00,8.30E-04,18157,NULL,268
1821158,2026/8/19 17:29,MW2045B54845,A47,NULL,7,NULL,A01544,-0.05955,50734.4,53461.6,3.24E+00,7.40E-04,18694,NULL,268
1821157,2026/8/19 17:29,MW2045B56937,AC20,NULL,10,                    ,A18617,-0.00941,52578.1,54043.3,3.24E+00,8.10E-04,18281,NULL,268
1821156,2026/8/19 17:28,MW2045B54844,A47,NULL,7,NULL,A01544,0.0054,54523.1,50232.1,3.24E+00,7.90E-04,18766,NULL,268
1821155,2026/8/19 17:28,MW2045B56936,AC20,NULL,10,                    ,A18617,0.00573,54423.3,50557.9,3.24E+00,8.90E-04,18266,NULL,268
1821154,2026/8/19 17:28,MW2045B36904,A46,NULL,6,NULL,A01544,-0.0085,54150.7,51805.2,3.24E+00,7.70E-04,18737,NULL,268
1821153,2026/8/19 17:28,MW2045B56935,AC20,NULL,10,                    ,A18617,0.00181,53325.5,54757.3,3.24E+00,8.70E-04,18346,NULL,268
1821152,2026/8/19 17:27,MW2045B56934,AC20,NULL,10,                    ,A18617,-0.00431,51821.3,54344.3,3.24E+00,8.80E-04,18249,NULL,268
1821151,2026/8/19 17:27,MW2044B09140,A44,NULL,4,NULL,A01544,0.01212,50340.2,53416.3,3.24E+00,7.20E-04,18717,NULL,268
1821150,2026/8/19 17:27,MW2045B57009,AC20,NULL,10,                    ,A18617,-0.00805,51009.6,54347.5,3.24E+00,8.60E-04,18210,NULL,268
1821149,2026/8/19 17:27,MW2044B09143,A44,NULL,4,NULL,A01544,0.01241,53948.1,53352.6,3.24E+00,7.40E-04,18635,NULL,268
1821148,2026/8/19 17:27,MW2045B51597,AC20,NULL,10,                    ,A19588,-0.01744,54650.7,51483.9,3.23E+00,9.00E-04,18142,NULL,268
1821147,2026/8/19 17:26,MW2045B59139,A46,NULL,6,NULL,A01544,0.01299,50836.8,51044.3,3.24E+00,6.90E-04,18791,NULL,268
1821146,2026/8/19 17:26,MW2045B37766,AC20,NULL,10,                    ,A19588,-0.01719,50244.4,54994.1,3.24E+00,8.70E-04,18150,NULL,268
1821145,2026/8/19 17:26,MW2044B09156,A44,NULL,4,NULL,A01544,0.00923,52077.5,53175.5,3.24E+00,7.90E-04,18469,NULL,268
1821144,2026/8/19 17:26,MW2045B51598,AC20,NULL,10,                    ,A19588,-0.02869,52939.2,53702.9,3.24E+00,8.90E-04,18146,NULL,268
1821143,2026/8/19 17:25,MW2045B59140,A46,NULL,6,NULL,A01544,0.00924,52711.5,54754.8,3.24E+00,6.90E-04,18631,NULL,268
1821142,2026/8/19 17:25,MW2045B51540,A47,NULL,7,                    ,A19588,-0.01543,51470.8,51388.6,3.24E+00,8.00E-04,17811,NULL,268
1821141,2026/8/19 17:25,MW2045B58645,C45,NULL,22,NULL,A01544,-0.00533,51147.8,52424.5,3.24E+00,7.70E-04,18577,NULL,268
